YEAR,REGION,COUNTRY,MONTH,ARRIVALS,HAS_EVENT,Avg_Temperature_C,Avg_Rainfall_mm,MONTH_NUM,MONTH_SIN,MONTH_COS,DATE
2018,America,DOMINICA,January,4,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,DOMINICAN REPUBLIC,January,4,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,ECUADOR,January,7,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,EGYPT,January,433,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,EL SALVADOR,January,7,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,ERITREA,January,8,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,ESTONIA,January,435,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,ETHIOPIA,January,18,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,FIJI,January,19,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,FINLAND,January,1854,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,FRANCE,January,12221,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,GABON,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,GAMBIA,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,GEORGIA,January,85,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,GERMANY,January,15298,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,GHANA,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,GREECE,January,644,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,GRENADA,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,GUATEMALA,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,GUINEA- BISSAU,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,GUYANA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,HAITI,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,HONDURAS,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,HONG KONG,January,2,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,HUNGARY,January,894,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,ICELAND,January,51,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,INDIA,January,37936,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,INDONESIA,January,535,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,IRAN,January,507,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,IRAQ,January,81,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,IRELAND,January,975,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,ISRAEL,January,1321,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,ITALY,January,5348,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,JAMAICA,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,JAPAN,January,4694,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,JORDAN,January,366,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,KAZAKHSTAN,January,674,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,KENYA,January,64,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,KIRIBATI,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,KOSOVO,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,KUWAIT,January,545,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,KYRGYZSTAN,January,109,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,LAO,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,LATVIA,January,268,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,LEBANON,January,358,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,LESOTHO,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,LIBERIA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,LIBYA,January,7,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,LIECHTENSTEIN,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,LITHUANIA,January,382,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,LUXEMBOURG,January,87,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,MACEDONIA,January,44,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MADAGASCAR,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MALAWI,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MALAYSIA,January,1735,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MALDIVES,January,6124,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MALI,January,2,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,MALTA,January,47,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MARSHALL ISLANDS,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MAURITANIA,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MAURITIUS,January,56,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,MEXICO,January,84,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MICRONESIA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,MOLDOVA,January,100,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,MONACO,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MONGOLIA,January,21,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,MONTENEGRO,January,17,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MOROCCO,January,86,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,MOZAMBIQUE,January,2,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,MYANMAR,January,372,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,NAMIBIA,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,NAURU,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,NEPAL,January,566,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,NETHERLAND ANTILLES,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,NETHERLANDS,January,5061,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,NEW ZEALAND,January,989,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,NICARAGUA,January,4,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,NIGER,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,NIGER,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,NIGERIA,January,44,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,NORTH KOREA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,NORWAY,January,1851,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,OMAN,January,842,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,PAKISTAN,January,2099,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,PALAU,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,PALESTINIAN TERRITORIES,January,114,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,PANAMA,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,PAPUA NEW GUINEA,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,PARAGUAY,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,PERU,January,27,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,PHILIPPINES,January,1667,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,POLAND,January,3254,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,PORTUGAL,January,486,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,QATAR,January,268,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,ROMANIA,January,935,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,RUSSIAN FEDERATION,January,11569,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,RWANDA,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,SAINT KITTS & NEVIS,January,6,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,SAINT LUCIA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,SAINT VINCENT & THE GRENADINES,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,SAMOA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SAN MARINO,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SAO TOME AND PRINCIPE,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,SAUDI ARABIA,January,4397,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SENEGAL,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SERBIA,January,285,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SEYCHELLES,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SIERRA LEONE,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,SINGAPORE,January,1387,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SLOVAK REPUBLIC,January,760,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SLOVENIA,January,380,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,SOLOMAN ISLANDS,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SOMALIA,January,9,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SOUTH AFRICA,January,588,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,SOUTH KOREA,January,2493,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SOUTH SUDAN,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SPAIN,January,1388,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SUDAN,January,59,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,SURINAME,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,SWAZILAND,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SWEDEN,January,5586,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,SWITZERLAND,January,3104,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,SYRIAN ARAB REPUBLIC,January,19,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TAIWAN,January,928,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TAJIKISTAN,January,25,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TANZANIA,January,18,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,THAILAND,January,785,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TIMOR-LESTE,January,1,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TOGO,January,3,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TONGA,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,TRINIDAD & TOBAGO,January,5,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TUNISIA,January,71,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TURKEY,January,658,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TURKMENISTAN,January,15,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,TUVALU,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,UGANDA,January,15,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,UKRAINE,January,6636,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,UNITED ARAB EMIRATES,January,336,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,UNITED KINGDOM,January,22940,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,UNITED STATES OF AMERICA,January,7501,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,URUGUAY,January,13,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,UZBEKISTAN,January,69,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,VANUATU,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Europe,VATICAN CITY,January,0,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,America,VENEZUELA,January,12,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,VIETNAM,January,237,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Middle East,YEMEN,January,126,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,ZAMBIA,January,2,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Africa,ZIMBABWE,January,10,1,27.88888888888889,42.22222222222222,1,0.49999999999999994,0.8660254037844387,2018-01-01
2018,Asia & Oceania,AFGHANISTAN,February,150,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Europe,ALBANIA,February,15,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Africa,ALGERIA,February,35,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Europe,ANDORRA,February,6,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Africa,ANGOLA,February,1,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,America,ANTIGUA & BARBUDA,February,5,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,America,ARGENTINA,February,254,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Asia & Oceania,ARMENIA,February,87,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Asia & Oceania,AUSTRALIA,February,5693,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Europe,AUSTRIA,February,3156,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Asia & Oceania,AZERBAIJAN,February,30,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,America,BAHAMAS,February,4,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
2018,Middle East,BAHRAIN,February,147,0,28.444444444444443,52.22222222222222,2,0.8660254037844386,0.5000000000000001,2018-02-01
